config,n_seeds,cum_mean,cum_std,sharpe_mean,sharpe_std,mdd_mean,mdd_std,beat_years_mean
EqWt,5,1.6134464228527645,0.5289069241069277,0.6439163973822446,0.15405288905971962,-0.46409101066954184,0.051300811950337075,3.4
Q75,5,1.6700088940823796,0.45018951205110547,0.6469743239230303,0.1308858488558214,-0.4516243352303218,0.04969003213532843,3.6
