Date,return,port_value,cash,n_held,year,config,side,schema,window
2022-12-30,-0.01494093198034783,925595.7975372309,8080.9895288034895,5,2022,Q75,long,tr_price7f,0
2023-01-03,0.0379217521126396,1037921.7521126396,8712.999999999942,5,2023,EqWt,long,tr_price7f,1
2023-01-04,-0.005582647284222304,1032127.4010619727,8712.999999999942,5,2023,EqWt,long,tr_price7f,1
2023-01-05,-0.0032035053592934263,1028820.9754011971,8712.999999999942,5,2023,EqWt,long,tr_price7f,1
2023-01-06,-0.007465576343731359,1021140.2338653073,8712.999999999942,5,2023,EqWt,long,tr_price7f,1
2023-01-09,0.009530608207228236,1030872.321358915,8712.999999999942,5,2023,EqWt,long,tr_price7f,1
2023-01-10,0.014055700293686297,1045361.9537489925,8237.300386135117,5,2023,EqWt,long,tr_price7f,1
2023-01-11,0.010991393143069513,1056851.937959455,8237.300386135117,5,2023,EqWt,long,tr_price7f,1
2023-01-12,-0.0033863584527819186,1053273.058466007,8237.300386135117,5,2023,EqWt,long,tr_price7f,1
2023-01-13,-0.007962326848196468,1044886.5541141011,8237.300386135117,5,2023,EqWt,long,tr_price7f,1
2023-01-16,-0.008638804206348008,1035859.9837552637,8237.300386135117,5,2023,EqWt,long,tr_price7f,1
2023-01-17,0.01872690257483597,1055258.4327522197,8258.272052421351,5,2023,EqWt,long,tr_price7f,1
2023-01-18,0.006667688644930415,1062294.5674217488,8258.272052421351,5,2023,EqWt,long,tr_price7f,1
2023-01-19,0.0029152382940634707,1065391.4092242722,8258.272052421351,5,2023,EqWt,long,tr_price7f,1
2023-01-27,0.00025830996601583186,1065666.6104429825,8258.272052421351,5,2023,EqWt,long,tr_price7f,1
2023-01-30,-0.021807403640647958,1042427.1885226913,8258.272052421351,5,2023,EqWt,long,tr_price7f,1
2023-01-31,0.03032782717373788,1074041.740137413,8323.395453941775,5,2023,EqWt,long,tr_price7f,1
2023-02-01,-0.055666828923428495,1014253.2423325621,8323.395453941775,5,2023,EqWt,long,tr_price7f,1
2023-02-02,-0.006957994638609059,1007196.0737102203,8323.395453941775,5,2023,EqWt,long,tr_price7f,1
2023-02-03,0.004659487711395857,1011889.0914386392,8323.395453941775,5,2023,EqWt,long,tr_price7f,1
2023-02-06,-0.002642088951789775,1009215.5904497126,8323.395453941775,5,2023,EqWt,long,tr_price7f,1
2023-02-07,-0.016893202371441905,992166.7072438314,8577.333373100904,5,2023,EqWt,long,tr_price7f,1
2023-02-08,-0.0075509855123667554,984674.8708115806,8577.333373100904,5,2023,EqWt,long,tr_price7f,1
2023-02-09,0.002521301488796424,987157.5330293382,8577.333373100904,5,2023,EqWt,long,tr_price7f,1
2023-02-10,-0.026310862330279874,961184.5670795046,8577.333373100904,5,2023,EqWt,long,tr_price7f,1
2023-02-13,-0.03213071346581863,930301.0211669061,8577.333373100904,5,2023,EqWt,long,tr_price7f,1
2023-02-14,-0.008636616015452155,922266.3684683045,6863.013784731389,5,2023,EqWt,long,tr_price7f,1
2023-02-15,0.015973036097635642,936997.7624634841,6863.013784731389,5,2023,EqWt,long,tr_price7f,1
2023-02-16,0.02029013205321286,956009.5707974331,6863.013784731389,5,2023,EqWt,long,tr_price7f,1
2023-02-17,0.0036023277003417783,959453.4305561086,6863.013784731389,5,2023,EqWt,long,tr_price7f,1
2023-02-20,0.04545709638493265,1003067.3976257519,6863.013784731389,5,2023,EqWt,long,tr_price7f,1
2023-02-21,-0.004923455021002357,998128.8404105076,7538.867171051854,5,2023,EqWt,long,tr_price7f,1
2023-02-22,-0.05008214584995946,948140.4062480177,7538.867171051854,5,2023,EqWt,long,tr_price7f,1
2023-02-23,0.017902136998055946,965114.1456940621,7538.867171051854,5,2023,EqWt,long,tr_price7f,1
2023-02-24,-0.033206194496771514,933066.3776605596,7538.867171051854,5,2023,EqWt,long,tr_price7f,1
2023-02-27,-0.013717565040194585,920266.9789381821,7538.867171051854,5,2023,EqWt,long,tr_price7f,1
2023-02-28,-0.02471483246665012,897522.7347291347,6757.35201320186,5,2023,EqWt,long,tr_price7f,1
2023-03-01,0.009510436456434256,906058.5676659812,6757.35201320186,5,2023,EqWt,long,tr_price7f,1
2023-03-02,-0.0011875019727634797,904982.6213294386,6757.35201320186,5,2023,EqWt,long,tr_price7f,1
2023-03-03,-0.014132958305959795,892192.5396745715,6757.35201320186,5,2023,EqWt,long,tr_price7f,1
2023-03-06,0.02143435065572911,911316.1074223818,6757.35201320186,5,2023,EqWt,long,tr_price7f,1
2023-03-07,0.00500566005272921,915877.8460567147,8755.506652267795,5,2023,EqWt,long,tr_price7f,1
2023-03-08,0.016729653170242546,931200.1647675523,8755.506652267795,5,2023,EqWt,long,tr_price7f,1
2023-03-09,0.008318383407318934,938946.2447670473,8755.506652267795,5,2023,EqWt,long,tr_price7f,1
2023-03-10,-0.0012238020676680187,937797.1604112723,8755.506652267795,5,2023,EqWt,long,tr_price7f,1
2023-03-13,0.003574389364312323,941149.2126073287,8755.506652267795,5,2023,EqWt,long,tr_price7f,1
2023-03-14,-0.0211363867940467,921256.7188187477,7220.535301207856,5,2023,EqWt,long,tr_price7f,1
2023-03-15,0.03574511233293451,954187.1437203945,7220.535301207856,5,2023,EqWt,long,tr_price7f,1
2023-03-16,-0.0017376724027836064,952529.0790536606,7220.535301207856,5,2023,EqWt,long,tr_price7f,1
2023-03-17,0.003556001571452166,955916.2739556293,7220.535301207856,5,2023,EqWt,long,tr_price7f,1
2023-03-20,-0.03589023080403152,921608.218254032,7220.535301207856,5,2023,EqWt,long,tr_price7f,1
2023-03-21,-0.007594241321860753,914609.3030404007,6877.555188920407,5,2023,EqWt,long,tr_price7f,1
2023-03-22,-0.0023522469666509478,912457.9160816532,6877.555188920407,5,2023,EqWt,long,tr_price7f,1
2023-03-23,-0.00013564912999757797,912334.1419591773,6877.555188920407,5,2023,EqWt,long,tr_price7f,1
2023-03-24,0.01965121869457091,930262.6197053408,6877.555188920407,5,2023,EqWt,long,tr_price7f,1
2023-03-27,0.004041474506065543,934022.2523668257,6877.555188920407,5,2023,EqWt,long,tr_price7f,1
2023-03-28,-0.0009457368213601319,933138.9131307927,7031.027238254261,5,2023,EqWt,long,tr_price7f,1
2023-03-29,0.006328468521991555,939044.2533691863,7031.027238254261,5,2023,EqWt,long,tr_price7f,1
2023-03-30,0.0058901286370617555,944575.3448174244,7031.027238254261,5,2023,EqWt,long,tr_price7f,1
2023-03-31,0.008015797016339709,952146.86904812,7031.027238254261,5,2023,EqWt,long,tr_price7f,1
2023-04-03,0.02171650624978587,972824.1724805175,7031.027238254261,5,2023,EqWt,long,tr_price7f,1
2023-04-04,0.007649387099776737,980265.681155841,8238.87386706064,5,2023,EqWt,long,tr_price7f,1
2023-04-05,0.008782425212243965,988874.7911887215,8238.87386706064,5,2023,EqWt,long,tr_price7f,1
2023-04-06,-0.026245785603987413,962920.9954299945,8238.87386706064,5,2023,EqWt,long,tr_price7f,1
2023-04-07,0.014014508303155666,976415.8597157311,8238.87386706064,5,2023,EqWt,long,tr_price7f,1
2023-04-10,-0.011515142704407028,965172.2917522582,8238.87386706064,5,2023,EqWt,long,tr_price7f,1
2023-04-11,0.021914500249444337,986323.5601806198,8701.010456357035,5,2023,EqWt,long,tr_price7f,1
2023-04-12,0.02223750163549293,1008256.9319632616,8701.010456357035,5,2023,EqWt,long,tr_price7f,1
2023-04-13,-0.015649362697523053,992478.3535426767,8701.010456357035,5,2023,EqWt,long,tr_price7f,1
2023-04-14,-0.04126938257696913,951519.3846709635,8701.010456357035,5,2023,EqWt,long,tr_price7f,1
2023-04-17,0.020212792524091003,970752.2485759684,8701.010456357035,5,2023,EqWt,long,tr_price7f,1
2023-04-18,0.00027370219722814713,971017.9455993678,8685.477003992884,5,2023,EqWt,long,tr_price7f,1
2023-04-19,-0.021457220891684555,950182.5990508525,8685.477003992884,5,2023,EqWt,long,tr_price7f,1
2023-04-20,0.0007428258838429065,950888.4192798046,8685.477003992884,5,2023,EqWt,long,tr_price7f,1
2023-04-21,-0.016797089756382902,934916.2611528566,8685.477003992884,5,2023,EqWt,long,tr_price7f,1
2023-04-24,0.012364774825466898,946476.2902026791,8685.477003992884,5,2023,EqWt,long,tr_price7f,1
2023-04-25,-0.017524777964957383,929889.5033677806,8507.801559128304,5,2023,EqWt,long,tr_price7f,1
2023-04-26,0.011955593513204956,941006.8842822418,8507.801559128304,5,2023,EqWt,long,tr_price7f,1
2023-04-27,0.011453473339660566,951784.6815438055,8507.801559128304,5,2023,EqWt,long,tr_price7f,1
2023-04-28,0.0167419235113537,967719.38788149,8507.801559128304,5,2023,EqWt,long,tr_price7f,1
2023-05-04,-0.021094565558285542,947305.7678118,8507.801559128304,5,2023,EqWt,long,tr_price7f,1
2023-05-05,-0.011580646535815291,936335.3545534324,7511.297721272393,5,2023,EqWt,long,tr_price7f,1
2023-05-08,0.011803497404281972,947387.3864804413,7511.297721272393,5,2023,EqWt,long,tr_price7f,1
2023-05-09,0.007933210644670438,954903.2101794945,7511.297721272393,5,2023,EqWt,long,tr_price7f,1
2023-05-10,0.012355426004109667,966701.446133954,7511.297721272393,5,2023,EqWt,long,tr_price7f,1
2023-05-11,-0.012114669771143049,954990.1773467547,7511.297721272393,5,2023,EqWt,long,tr_price7f,1
2023-05-12,0.009878038677139435,964423.6072548742,8061.3110200565425,5,2023,EqWt,long,tr_price7f,1
2023-05-15,-0.02891032859549298,936541.8038638851,8061.3110200565425,5,2023,EqWt,long,tr_price7f,1
2023-05-16,0.003806102560173029,940106.3780212805,8061.3110200565425,5,2023,EqWt,long,tr_price7f,1
2023-05-17,-0.025516759340634187,916117.9098187162,8061.3110200565425,5,2023,EqWt,long,tr_price7f,1
2023-05-18,0.011703616268092803,926839.8022915617,8061.3110200565425,5,2023,EqWt,long,tr_price7f,1
2023-05-19,0.009204278085927319,935370.6935729592,7899.518315655936,5,2023,EqWt,long,tr_price7f,1
2023-05-22,0.004745889185874471,939809.859232371,7899.518315655936,5,2023,EqWt,long,tr_price7f,1
2023-05-23,-0.005538636662830453,934604.593889937,7899.518315655936,5,2023,EqWt,long,tr_price7f,1
2023-05-24,-0.004999678449073215,929931.8714434607,7899.518315655936,5,2023,EqWt,long,tr_price7f,1
2023-05-25,0.010568481504252793,939759.8392270261,7899.518315655936,5,2023,EqWt,long,tr_price7f,1
2023-05-26,-0.0016034169353099288,938253.0123856853,9007.05608228562,5,2023,EqWt,long,tr_price7f,1
2023-05-29,0.007117271562237939,944930.8138689221,9007.05608228562,5,2023,EqWt,long,tr_price7f,1
2023-05-30,0.006212481606946582,950801.1791699198,9007.05608228562,5,2023,EqWt,long,tr_price7f,1
2023-05-31,-0.00631997439341899,944792.1400643333,9007.05608228562,5,2023,EqWt,long,tr_price7f,1
2023-06-01,-0.005886130686005947,939230.9700568034,9007.05608228562,5,2023,EqWt,long,tr_price7f,1
2023-06-02,0.009105048450417824,947782.7135453036,7308.316084054415,5,2023,EqWt,long,tr_price7f,1
2023-06-05,-0.01252417824983909,935912.513898746,7308.316084054415,5,2023,EqWt,long,tr_price7f,1
2023-06-06,0.01733008376111628,952131.9561576882,7308.316084054415,5,2023,EqWt,long,tr_price7f,1
2023-06-07,0.019716263865162655,970904.4410397466,7308.316084054415,5,2023,EqWt,long,tr_price7f,1
2023-06-08,-0.00998048407183668,961214.3447306739,7308.316084054415,5,2023,EqWt,long,tr_price7f,1
2023-06-09,0.04396889283377538,1003477.8752444246,8670.017871926973,5,2023,EqWt,long,tr_price7f,1
2023-06-12,0.01863493995079517,1022177.6251915559,8670.017871926973,5,2023,EqWt,long,tr_price7f,1
2023-06-13,-0.006110200284111462,1015931.9151756981,8670.017871926973,5,2023,EqWt,long,tr_price7f,1
2023-06-14,-0.022480026933194397,993093.7383602567,8670.017871926973,5,2023,EqWt,long,tr_price7f,1
2023-06-15,0.016762389002794767,1009740.361918891,8670.017871926973,5,2023,EqWt,long,tr_price7f,1
2023-06-16,-0.01140787640982934,998221.3686641039,9170.945766373188,5,2023,EqWt,long,tr_price7f,1
2023-06-19,-0.018136292856774747,980117.3335861212,9170.945766373188,5,2023,EqWt,long,tr_price7f,1
2023-06-20,0.0311497515413113,1010647.7450086614,9170.945766373188,5,2023,EqWt,long,tr_price7f,1
2023-06-21,0.0066559887408631875,1017374.6050204178,9170.945766373188,5,2023,EqWt,long,tr_price7f,1
2023-06-22,0.00828228227712324,1025800.7886807737,9170.945766373188,5,2023,EqWt,long,tr_price7f,1
2023-06-23,-0.008129745225126,1017461.2896170657,9196.405691146298,5,2023,EqWt,long,tr_price7f,1
2023-06-26,-0.006572786083425831,1010773.7342122461,9196.405691146298,5,2023,EqWt,long,tr_price7f,1
2023-06-27,0.008161748624516562,1019023.4153471504,9196.405691146298,5,2023,EqWt,long,tr_price7f,1
2023-06-28,-0.004546348623654043,1014390.5796453157,9196.405691146298,5,2023,EqWt,long,tr_price7f,1
2023-06-29,-0.036296913314441195,977571.3327089439,9196.405691146298,5,2023,EqWt,long,tr_price7f,1
2023-06-30,0.00937929892251293,986740.2664565004,9525.06902859069,5,2023,EqWt,long,tr_price7f,1
2023-07-03,-0.002860735991533936,983917.4630619525,9525.06902859069,5,2023,EqWt,long,tr_price7f,1
2023-07-04,0.02134528421560522,1004919.4609557071,9525.06902859069,5,2023,EqWt,long,tr_price7f,1
2023-07-05,0.003925901789318111,1008864.6760655937,9525.06902859069,5,2023,EqWt,long,tr_price7f,1
2023-07-06,-0.005556515919849515,1003258.9034320614,9525.06902859069,5,2023,EqWt,long,tr_price7f,1
2023-07-07,0.013128965625999661,1016430.6550891991,7410.695171981759,5,2023,EqWt,long,tr_price7f,1
2023-07-10,0.010799963945971948,1027408.0695177431,7410.695171981759,5,2023,EqWt,long,tr_price7f,1
2023-07-11,-0.00207249434549757,1025278.772103149,7410.695171981759,5,2023,EqWt,long,tr_price7f,1
2023-07-12,-0.001463553642039253,1023778.2216221319,7410.695171981759,5,2023,EqWt,long,tr_price7f,1
2023-07-13,0.013903258740971652,1038012.0751307162,7410.695171981759,5,2023,EqWt,long,tr_price7f,1
2023-07-14,0.002412998716180067,1040516.796935386,8655.187242991298,5,2023,EqWt,long,tr_price7f,1
2023-07-17,0.011258749324170503,1052231.7147196704,8655.187242991298,5,2023,EqWt,long,tr_price7f,1
2023-07-18,-0.010733665305737628,1040937.411669787,8655.187242991298,5,2023,EqWt,long,tr_price7f,1
2023-07-19,-0.005695395570386559,1035008.8613463133,8655.187242991298,5,2023,EqWt,long,tr_price7f,1
2023-07-20,0.008266266440710686,1043564.5203626985,8655.187242991298,5,2023,EqWt,long,tr_price7f,1
2023-07-21,0.03027444663569821,1075157.858745327,10417.554756467478,5,2023,EqWt,long,tr_price7f,1
2023-07-24,0.01017590864589808,1086098.5668958388,10417.554756467478,5,2023,EqWt,long,tr_price7f,1
2023-07-25,-0.007155724287463417,1078326.745002123,10417.554756467478,5,2023,EqWt,long,tr_price7f,1
2023-07-26,-0.0002925708751799438,1078011.2580026079,10417.554756467478,5,2023,EqWt,long,tr_price7f,1
2023-07-27,0.02502153448457331,1104984.7538694784,10417.554756467478,5,2023,EqWt,long,tr_price7f,1
2023-07-28,0.005669216451389414,1111249.1516146497,9353.573289896012,5,2023,EqWt,long,tr_price7f,1
2023-07-31,0.008027852743039623,1120170.0961646398,9353.573289896012,5,2023,EqWt,long,tr_price7f,1
2023-08-01,-0.021719202685692968,1095840.8948035878,9353.573289896012,5,2023,EqWt,long,tr_price7f,1
2023-08-02,0.008694720336397026,1105368.924917092,9353.573289896012,5,2023,EqWt,long,tr_price7f,1
2023-08-03,-0.005076237013716591,1099757.8102666158,9353.573289896012,5,2023,EqWt,long,tr_price7f,1
2023-08-04,0.0420839310811781,1146039.9421598634,8880.48742776981,5,2023,EqWt,long,tr_price7f,1
2023-08-07,0.004131415569106482,1150774.7094197206,8880.48742776981,5,2023,EqWt,long,tr_price7f,1
2023-08-08,0.013485966939270726,1166294.0191055038,8880.48742776981,5,2023,EqWt,long,tr_price7f,1
2023-08-09,-0.003076972128087573,1162705.364915561,8880.48742776981,5,2023,EqWt,long,tr_price7f,1
2023-08-10,0.0012599349668997446,1164170.29806102,8880.48742776981,5,2023,EqWt,long,tr_price7f,1
2023-08-11,0.020384138685677407,1187900.9068704422,10554.202715020547,5,2023,EqWt,long,tr_price7f,1
2023-08-14,0.017938194518355117,1209209.7044064146,10554.202715020547,5,2023,EqWt,long,tr_price7f,1
2023-08-15,-0.0146503286148103,1191494.384872643,10554.202715020547,5,2023,EqWt,long,tr_price7f,1
2023-08-16,0.016089268177782612,1210664.6575631811,10554.202715020547,5,2023,EqWt,long,tr_price7f,1
2023-08-17,-0.01500024121186857,1192504.3956730491,10554.202715020547,5,2023,EqWt,long,tr_price7f,1
2023-08-18,-0.05223725212597499,1130211.2428949426,10544.244988896826,5,2023,EqWt,long,tr_price7f,1
2023-08-21,0.005019579960568596,1135884.4286009874,10544.244988896826,5,2023,EqWt,long,tr_price7f,1
2023-08-22,0.008721317210142172,1145790.8370168777,10544.244988896826,5,2023,EqWt,long,tr_price7f,1
2023-08-23,-0.003717585840205782,1141531.2612253462,10544.244988896826,5,2023,EqWt,long,tr_price7f,1
2023-08-24,0.016430022092684658,1160286.6450667689,10544.244988896826,5,2023,EqWt,long,tr_price7f,1
2023-08-25,0.00021004317625755394,1160530.355359068,10379.582749254909,5,2023,EqWt,long,tr_price7f,1
2023-08-28,0.023732067092835703,1188072.1396157218,10379.582749254909,5,2023,EqWt,long,tr_price7f,1
2023-08-29,-0.003400455312296638,1184032.1533971739,10379.582749254909,5,2023,EqWt,long,tr_price7f,1
2023-08-30,0.015104779930987336,1201916.6985054512,10379.582749254909,5,2023,EqWt,long,tr_price7f,1
2023-08-31,0.008319553502028931,1211916.1087836493,10379.582749254909,5,2023,EqWt,long,tr_price7f,1
2023-09-05,0.0008444646329464112,1212939.529075615,13127.048891330101,5,2023,EqWt,long,tr_price7f,1
2023-09-06,0.02034385242982825,1237615.3918614348,13127.048891330101,5,2023,EqWt,long,tr_price7f,1
2023-09-07,-0.009922563965512037,1225335.0739709875,13127.048891330101,5,2023,EqWt,long,tr_price7f,1
2023-09-08,0.006544815683703652,1233354.666180905,13127.048891330101,5,2023,EqWt,long,tr_price7f,1
2023-09-11,-0.012057313368511733,1218483.7224762456,13127.048891330101,5,2023,EqWt,long,tr_price7f,1
2023-09-12,0.021857341981109946,1245116.5378968248,10253.60599537217,5,2023,EqWt,long,tr_price7f,1
2023-09-13,-0.004010364108795033,1240123.1672219762,10253.60599537217,5,2023,EqWt,long,tr_price7f,1
2023-09-14,-0.012156854523215573,1225047.1702871893,10253.60599537217,5,2023,EqWt,long,tr_price7f,1
2023-09-15,0.010276836729127747,1237636.7800417107,10253.60599537217,5,2023,EqWt,long,tr_price7f,1
2023-09-18,-0.011697570824783112,1223159.4361518163,10253.60599537217,5,2023,EqWt,long,tr_price7f,1
2023-09-19,-0.005892048336139023,1215952.5216312052,9169.694986679999,5,2023,EqWt,long,tr_price7f,1
2023-09-20,0.026825261930856336,1248570.7665194476,9169.694986679999,5,2023,EqWt,long,tr_price7f,1
2023-09-21,-0.025688596184900228,1216496.7362900581,9169.694986679999,5,2023,EqWt,long,tr_price7f,1
2023-09-22,-0.041868509458993716,1165563.8311798628,9169.694986679999,5,2023,EqWt,long,tr_price7f,1
2023-09-25,-0.05219364242488008,1104728.8093518878,9169.694986679999,5,2023,EqWt,long,tr_price7f,1
2023-09-26,-0.034152595900152426,1066999.4527468362,9194.362882008601,5,2023,EqWt,long,tr_price7f,1
2023-09-27,0.017249044495450838,1085404.173783888,9194.362882008601,5,2023,EqWt,long,tr_price7f,1
2023-09-28,0.012061987746845044,1098496.3056284438,9194.362882008601,5,2023,EqWt,long,tr_price7f,1
2023-09-29,0.0104639410064554,1109990.906166349,9194.362882008601,5,2023,EqWt,long,tr_price7f,1
2023-10-02,0.001152487961872816,1111270.157323494,9194.362882008601,5,2023,EqWt,long,tr_price7f,1
2023-10-03,-0.0643447100149423,1039765.8013022545,8677.89038339592,5,2023,EqWt,long,tr_price7f,1
2023-10-04,0.026302587651100117,1067114.3324276234,8677.89038339592,5,2023,EqWt,long,tr_price7f,1
2023-10-05,-0.03185254213009804,1033124.0281963411,8677.89038339592,5,2023,EqWt,long,tr_price7f,1
2023-10-06,0.03412565918866205,1068380.0666821871,8677.89038339592,5,2023,EqWt,long,tr_price7f,1
2023-10-09,0.01982976949971782,1089565.797142588,8677.89038339592,5,2023,EqWt,long,tr_price7f,1
2023-10-10,-0.009873680540249362,1078807.77253402,10619.68371614415,5,2023,EqWt,long,tr_price7f,1
2023-10-11,0.02581131520961217,1106653.2200014752,10619.68371614415,5,2023,EqWt,long,tr_price7f,1
2023-10-12,0.006582364115279313,1113937.6144448712,10619.68371614415,5,2023,EqWt,long,tr_price7f,1
2023-10-13,0.0057642236487649365,1120358.5999853031,10619.68371614415,5,2023,EqWt,long,tr_price7f,1
2023-10-16,-0.01276937703564773,1106052.3186069604,10619.68371614415,5,2023,EqWt,long,tr_price7f,1
2023-10-17,-0.0575501878326399,1042398.7999184029,10098.338490141614,5,2023,EqWt,long,tr_price7f,1
2023-10-18,-0.007924885087602801,1034137.9092135945,10098.338490141614,5,2023,EqWt,long,tr_price7f,1
2023-10-19,-0.02115555436955941,1012260.1484496038,10098.338490141614,5,2023,EqWt,long,tr_price7f,1
2023-10-20,0.03217911775855019,1044833.7869688511,10098.338490141614,5,2023,EqWt,long,tr_price7f,1
2023-10-23,-0.021532568746197005,1022335.831622595,10098.338490141614,5,2023,EqWt,long,tr_price7f,1
2023-10-24,0.010125935168595345,1032687.9379741374,10098.772354292927,5,2023,EqWt,long,tr_price7f,1
2023-10-25,0.0048855548110533584,1037733.1914978237,10098.772354292927,5,2023,EqWt,long,tr_price7f,1
2023-10-26,-0.06118089735755979,974243.7436242624,10098.772354292927,5,2023,EqWt,long,tr_price7f,1
2023-10-27,-0.004403945265496238,969953.227502089,10098.772354292927,5,2023,EqWt,long,tr_price7f,1
2023-10-30,-0.0467277323245496,924629.5127200384,10098.772354292927,5,2023,EqWt,long,tr_price7f,1
2023-10-31,-0.0641821982756673,865284.7580031073,7796.757055524504,5,2023,EqWt,long,tr_price7f,1
2023-11-01,0.03947223566314259,899439.4818867312,7796.757055524504,5,2023,EqWt,long,tr_price7f,1
2023-11-02,0.06611894346355429,958909.4701384886,7796.757055524504,5,2023,EqWt,long,tr_price7f,1
2023-11-03,0.008791178421919886,967339.4143809447,7796.757055524504,5,2023,EqWt,long,tr_price7f,1
2023-11-06,0.005012106048185578,972187.8221104117,7796.757055524504,5,2023,EqWt,long,tr_price7f,1
2023-11-07,-0.011374084748746734,961130.0754300284,7722.113949571678,5,2023,EqWt,long,tr_price7f,1
2023-11-08,0.06428902954981382,1022920.1952505643,7722.113949571678,5,2023,EqWt,long,tr_price7f,1
2023-11-09,0.006659250837427084,1029732.0774174077,7722.113949571678,5,2023,EqWt,long,tr_price7f,1
2023-11-10,-0.014643273472572056,1014653.4290043048,7722.113949571678,5,2023,EqWt,long,tr_price7f,1
2023-11-13,-0.005285863149355686,1009290.1098345636,7722.113949571678,5,2023,EqWt,long,tr_price7f,1
2023-11-14,0.004486934497365012,1013818.7284462296,8677.637586526105,5,2023,EqWt,long,tr_price7f,1
2023-11-15,0.0020998896757183525,1015947.6359271437,8677.637586526105,5,2023,EqWt,long,tr_price7f,1
2023-11-16,0.028426112403915613,1044827.0776225011,8677.637586526105,5,2023,EqWt,long,tr_price7f,1
2023-11-17,-0.018025340158211906,1025993.714141845,8677.637586526105,5,2023,EqWt,long,tr_price7f,1
2023-11-20,0.013899391036873324,1040254.4019760765,8677.637586526105,5,2023,EqWt,long,tr_price7f,1
2023-11-21,0.006563190401522179,1047081.7896822671,10752.306144276517,5,2023,EqWt,long,tr_price7f,1
2023-11-22,0.023322706505139422,1071502.5709499028,10752.306144276517,5,2023,EqWt,long,tr_price7f,1
2023-11-23,-0.060173659970778774,1007026.339587748,10752.306144276517,5,2023,EqWt,long,tr_price7f,1
2023-11-24,0.037825591916929246,1045117.7069585932,10752.306144276517,5,2023,EqWt,long,tr_price7f,1
2023-11-27,-0.018361431037775593,1025927.8502559148,10752.306144276517,5,2023,EqWt,long,tr_price7f,1
2023-11-28,0.008500151810441614,1034648.3927296501,9551.110176841525,5,2023,EqWt,long,tr_price7f,1
2023-11-29,0.02009447938156677,1055439.1135245273,9551.110176841525,5,2023,EqWt,long,tr_price7f,1
2023-11-30,-0.006611743763910875,1048460.8205474939,9551.110176841525,5,2023,EqWt,long,tr_price7f,1
2023-12-01,0.009314630615896,1058226.845806133,9551.110176841525,5,2023,EqWt,long,tr_price7f,1
2023-12-04,0.052583562482169444,1113872.183272889,9551.110176841525,5,2023,EqWt,long,tr_price7f,1
2023-12-05,-0.005557241703740205,1107682.1263233686,10495.973972270876,5,2023,EqWt,long,tr_price7f,1
2023-12-06,0.009191372461049471,1117863.245314854,10495.973972270876,5,2023,EqWt,long,tr_price7f,1
2023-12-07,-0.036500275290273505,1077060.9291239833,10495.973972270876,5,2023,EqWt,long,tr_price7f,1
2023-12-08,-0.004878830701896838,1071806.1311951596,10495.973972270876,5,2023,EqWt,long,tr_price7f,1
2023-12-11,0.0011428990847132273,1073031.0974414926,10495.973972270876,5,2023,EqWt,long,tr_price7f,1
2023-12-12,-0.0029646524912998475,1069849.9331252205,8565.684156553216,5,2023,EqWt,long,tr_price7f,1
2023-12-13,-0.016378409102750995,1052327.4932419448,8565.684156553216,5,2023,EqWt,long,tr_price7f,1
2023-12-14,-0.011639241663806863,1040079.1992386337,8565.684156553216,5,2023,EqWt,long,tr_price7f,1
2023-12-15,-0.006942090456915399,1032858.875355163,8565.684156553216,5,2023,EqWt,long,tr_price7f,1
2023-12-18,-0.017977075583701572,1014291.0932856062,8565.684156553216,5,2023,EqWt,long,tr_price7f,1
2023-12-19,0.024610928388234542,1039253.7387472824,8556.554772122996,5,2023,EqWt,long,tr_price7f,1
2023-12-20,0.008688748476859826,1048283.5530868937,8556.554772122996,5,2023,EqWt,long,tr_price7f,1
2023-12-21,0.0035839060303713977,1052040.502834341,8556.554772122996,5,2023,EqWt,long,tr_price7f,1
2023-12-22,-0.0024824834631466466,1049428.8296834943,8556.554772122996,5,2023,EqWt,long,tr_price7f,1
2023-12-25,0.014896309107670464,1065061.4459169605,8556.554772122996,5,2023,EqWt,long,tr_price7f,1
2023-12-26,-0.006365909537400009,1058281.3611004807,8488.362441416539,5,2023,EqWt,long,tr_price7f,1
2023-12-27,0.0024347691954788382,1060858.0319586375,8488.362441416539,5,2023,EqWt,long,tr_price7f,1
2023-12-28,0.0037092560578373163,1064793.0260401855,8488.362441416539,5,2023,EqWt,long,tr_price7f,1
2023-12-29,-0.0020658397878383934,1062593.3342411788,8488.362441416539,5,2023,EqWt,long,tr_price7f,1
2023-01-03,0.04674235729476367,1046742.3572947637,8713.0,5,2023,Q75,long,tr_price7f,1
2023-01-04,-0.013102221726432555,1033027.706839039,8713.0,5,2023,Q75,long,tr_price7f,1
2023-01-05,-0.005515223860538276,1027330.3277816832,8713.0,5,2023,Q75,long,tr_price7f,1
2023-01-06,-0.007766296189167775,1019351.7761720158,8713.0,5,2023,Q75,long,tr_price7f,1
2023-01-09,0.009842581106933115,1029384.8287054852,8713.0,5,2023,Q75,long,tr_price7f,1
2023-01-10,0.011972972148222552,1041709.6245893788,8384.04484215827,5,2023,Q75,long,tr_price7f,1
2023-01-11,0.014540729159162767,1056856.842103026,8384.04484215827,5,2023,Q75,long,tr_price7f,1
2023-01-12,-0.005317245787544611,1051237.274511316,8384.04484215827,5,2023,Q75,long,tr_price7f,1
2023-01-13,-0.004789174428239542,1046202.7158382143,8384.04484215827,5,2023,Q75,long,tr_price7f,1
