portfolio_date,Date,Ticker,score,eq_weight,q75,q75_weight
2026-04-17,2026-04-17,VJC,0.014394776,0.2,0.02658333706009392,0.14725877839503643
2026-04-17,2026-04-17,VRE,0.014394776,0.2,0.037018336885601334,0.20506361017303784
2026-04-17,2026-04-17,DNH,0.012703026,0.2,0.030736645067242923,0.1702660879005543
2026-04-17,2026-04-17,GEE,0.012703026,0.2,0.04895155263720742,0.2711678306451876
2026-04-17,2026-04-17,HCM,0.012703026,0.2,0.03723136687854472,0.20624369288618366
