Date,index_code,fgn_buy,fgn_sell,total_value
2017-03-13,VNINDEX,618058012000.0,355251378000.0,3439445232600.0
2017-03-13,VNMID,131738729000.0,39989596000.0,728687000000.0
2017-03-13,VNSML,14761651000.0,11064796000.0,300435000000.0
2017-03-14,VN30,145675526000.0,123136156000.0,922239000000.0
2017-03-14,VNINDEX,345581763000.0,314610236000.0,3107788854400.0
2017-03-14,VNMID,71654054000.0,40363125000.0,836320000000.0
2017-03-14,VNSML,14983543000.0,10554096000.0,281097000000.0
2017-03-15,VN30,256564411000.0,220620978000.0,1241211000000.0
2017-03-15,VNINDEX,306541705000.0,288689563000.0,3418183385700.0
2017-03-15,VNMID,47766933000.0,53377353000.0,915946000000.0
2017-03-15,VNSML,32041896000.0,40411233000.0,266919000000.0
2017-03-16,VN30,191683049000.0,211080388000.0,1198381000000.0
2017-03-16,VNINDEX,507405377000.0,310209970000.0,3869357217800.0
2017-03-16,VNMID,47784041000.0,61886760000.0,859739000000.0
2017-03-16,VNSML,39413937000.0,18173682000.0,334086000000.0
2017-03-17,VN30,490755074000.0,1385101264000.0,2223194000000.0
2017-03-17,VNINDEX,1263511103000.0,1546868589000.0,5125774601900.0
2017-03-17,VNMID,249527867000.0,352013351000.0,1172156000000.0
2017-03-17,VNSML,46955632000.0,44679431000.0,258275000000.0
2017-03-20,VN30,276947427000.0,196726563000.0,1483898000000.0
2017-03-20,VNINDEX,433689934000.0,289537359000.0,3978260006600.0
2017-03-20,VNMID,48359593000.0,32719344000.0,893912000000.0
2017-03-20,VNSML,30345658000.0,10125523000.0,378868000000.0
2017-03-21,VN30,408278294000.0,157440904000.0,2064200000000.0
2017-03-21,VNINDEX,563322816000.0,248132381000.0,4446987347700.0
2017-03-21,VNMID,219910636000.0,42674704000.0,948723000000.0
2017-03-21,VNSML,25647079000.0,11517214000.0,352560000000.0
2017-03-22,VN30,197378597000.0,170757437000.0,2046262000000.0
2017-03-22,VNINDEX,270701380000.0,252122408000.0,4630842871900.0
2017-03-22,VNMID,41306293000.0,57421465000.0,1225151000000.0
2017-03-22,VNSML,27048969000.0,5976840000.0,378561000000.0
2017-03-23,VN30,765386314000.0,254569518000.0,1802768000000.0
2017-03-23,VNINDEX,869184933000.0,409333557000.0,3771894159990.0
2017-03-23,VNMID,88695201000.0,130916226000.0,835308000000.0
2017-03-23,VNSML,47874366000.0,15392449000.0,282208000000.0
2017-03-24,VN30,796352183000.0,649093801000.0,2342483000000.0
2017-03-24,VNINDEX,893072918000.0,715020754000.0,4385919049600.0
2017-03-24,VNMID,57220097000.0,46517796000.0,861880000000.0
2017-03-24,VNSML,47542190000.0,14997827000.0,264475000000.0
2017-03-27,VN30,307428065000.0,188746866000.0,1854937000000.0
2017-03-27,VNINDEX,432364786000.0,256771364000.0,4234308300940.0
2017-03-27,VNMID,90167209000.0,59559401000.0,889835000000.0
2017-03-27,VNSML,103343965000.0,46826631000.0,295390000000.0
2017-03-28,VN30,213512822000.0,200772705000.0,1638397000000.0
2017-03-28,VNINDEX,357760212000.0,289441682000.0,3555049283900.0
2017-03-28,VNMID,83030257000.0,52828528000.0,805489000000.0
2017-03-28,VNSML,21602360000.0,11455993000.0,263596000000.0
2017-03-29,VN30,376799977000.0,242323803000.0,1778544000000.0
2017-03-29,VNINDEX,471186998000.0,302356220000.0,3824400991310.0
2017-03-29,VNMID,67052795000.0,65824683000.0,635315000000.0
2017-03-29,VNSML,25561781000.0,17596539000.0,317457000000.0
2017-03-30,VN30,337927413000.0,179383555000.0,1809891000000.0
2017-03-30,VNINDEX,473129796000.0,210839981000.0,3789223962600.0
2017-03-30,VNMID,118520645000.0,33564054000.0,754675000000.0
2017-03-30,VNSML,48301277000.0,4749655000.0,224476000000.0
2017-03-31,VN30,302058505000.0,198643012000.0,1552106000000.0
2017-03-31,VNINDEX,385361806000.0,230962354000.0,3696880372300.0
2017-03-31,VNMID,87196292000.0,50465831000.0,941626000000.0
2017-03-31,VNSML,27258045000.0,12289585000.0,254079000000.0
2017-04-03,VN30,233551451000.0,146672065000.0,1645786000000.0
2017-04-03,VNINDEX,309376200000.0,245972681000.0,3849890703400.0
2017-04-03,VNMID,71187143000.0,95189430000.0,814699000000.0
2017-04-03,VNSML,17309290000.0,13281642000.0,262636000000.0
2017-04-04,VN30,502802412000.0,272146408000.0,1879813000000.0
2017-04-04,VNINDEX,601618553000.0,336954306000.0,4343238562400.0
2017-04-04,VNMID,53090493000.0,45624035000.0,884880000000.0
2017-04-04,VNSML,31161338000.0,14688345000.0,269099000000.0
2017-04-05,VN30,298258262000.0,260015725000.0,1448784000000.0
2017-04-05,VNINDEX,407370811000.0,333979178000.0,3690927983000.0
2017-04-05,VNMID,108717849000.0,99726455000.0,907504000000.0
2017-04-05,VNSML,47109365000.0,51155073000.0,305519000000.0
2017-04-07,VN30,1632711726000.0,1443213500000.0,2822162000000.0
2017-04-07,VNINDEX,1762865209000.0,1960456384000.0,5269149567550.0
2017-04-07,VNMID,125248125000.0,53232895000.0,778634000000.0
2017-04-07,VNSML,68028965000.0,12193660000.0,251158000000.0
2017-04-10,VN30,459002317000.0,215769221000.0,1334072000000.0
2017-04-10,VNINDEX,580943430000.0,302167765000.0,3693740906500.0
2017-04-10,VNMID,105006490000.0,80547359000.0,686846000000.0
2017-04-10,VNSML,46016383000.0,17913889000.0,235535000000.0
2017-04-11,VN30,452469223000.0,183199793000.0,1478997000000.0
2017-04-11,VNINDEX,564022304000.0,252971321000.0,3560268212700.0
2017-04-11,VNMID,129134555000.0,58806534000.0,946003000000.0
2017-04-11,VNSML,86038003000.0,13003261000.0,280124000000.0
2017-04-12,VN30,334006831000.0,175087792000.0,1562154000000.0
2017-04-12,VNINDEX,462292090000.0,263173667000.0,4288479159650.0
2017-04-12,VNMID,88039642000.0,67174623000.0,1162739000000.0
2017-04-12,VNSML,31831711000.0,15874933000.0,281730000000.0
2017-04-13,VN30,241512413000.0,97593885000.0,1034691000000.0
2017-04-13,VNINDEX,699030829000.0,201213636000.0,4132486043370.0
2017-04-13,VNMID,431463075000.0,86383258000.0,1296120000000.0
2017-04-13,VNSML,35418089000.0,4670201000.0,240628000000.0
2017-04-14,VN30,128420920000.0,90261360000.0,1252056000000.0
2017-04-14,VNINDEX,182528862000.0,138048820000.0,3611711725190.0
2017-04-14,VNMID,21788931000.0,35182292000.0,970763000000.0
2017-04-14,VNSML,17201772000.0,5595465000.0,299134000000.0
2017-04-17,VN30,223539606000.0,133668584000.0,1265629000000.0
2017-04-17,VNINDEX,277117215000.0,159115995000.0,3968158226580.0
2017-04-17,VNMID,32446446000.0,14208105000.0,823558000000.0
2017-04-17,VNSML,22856281000.0,6487650000.0,318240000000.0
2017-04-18,VN30,695965335000.0,447629758000.0,1663559000000.0
2017-04-18,VNINDEX,761241836000.0,523075001000.0,4165295064430.0
2017-04-18,VNMID,78731813000.0,79554147000.0,761322000000.0
2017-04-18,VNSML,36028484000.0,65700770000.0,288102000000.0
2017-04-19,VN30,261018634000.0,136408173000.0,989046000000.0
2017-04-19,VNINDEX,302395021000.0,198105980000.0,3003915934800.0
2017-04-19,VNMID,40282361000.0,45908960000.0,864308000000.0
2017-04-19,VNSML,11638896000.0,13607593000.0,188403000000.0
2017-04-20,VN30,156664947000.0,150787786000.0,896962000000.0
2017-04-20,VNINDEX,217755769000.0,248162059000.0,2977148970300.0
2017-04-20,VNMID,56922025000.0,50054032000.0,794809000000.0
2017-04-20,VNSML,30935213000.0,17057461000.0,228150000000.0
2017-04-21,VN30,2494296104000.0,2589713706000.0,3255152000000.0
2017-04-21,VNINDEX,2678057088000.0,2675737493000.0,6163089316700.0
2017-04-21,VNMID,168801793000.0,75669723000.0,768243000000.0
2017-04-21,VNSML,23592905000.0,10656240000.0,216516000000.0
2017-04-24,VN30,248356018000.0,182261862000.0,1036605000000.0
2017-04-24,VNINDEX,346047972000.0,258163936000.0,3194054625700.0
2017-04-24,VNMID,61736666000.0,44610627000.0,680806000000.0
2017-04-24,VNSML,40485872000.0,24483024000.0,213350000000.0
2017-04-25,VN30,173704820000.0,107890716000.0,794804000000.0
2017-04-25,VNINDEX,246629241000.0,164728191000.0,3126824154970.0
2017-04-25,VNMID,25336591000.0,43392989000.0,651373000000.0
2017-04-25,VNSML,17261875000.0,13199328000.0,285793000000.0
2017-04-26,VN30,215924052000.0,189419684000.0,917352000000.0
2017-04-26,VNINDEX,304977423000.0,263908687000.0,3458642461720.0
2017-04-26,VNMID,43688644000.0,52052373000.0,754120000000.0
2017-04-26,VNSML,22505888000.0,25811990000.0,236861000000.0
2017-04-27,VN30,462412541000.0,343013903000.0,1618390000000.0
2017-04-27,VNINDEX,573012784000.0,464642760000.0,4074251878500.0
2017-04-27,VNMID,163996714000.0,189498401000.0,1045794000000.0
2017-04-27,VNSML,89513738000.0,38236659000.0,267469000000.0
2017-04-28,VN30,299305690000.0,329730895000.0,1600976000000.0
2017-04-28,VNINDEX,931430620000.0,945474998000.0,4268458790030.0
2017-04-28,VNMID,387229401000.0,400030011000.0,1126304000000.0
2017-04-28,VNSML,16872465000.0,23318597000.0,288235000000.0
2017-05-03,VN30,263828236000.0,170322630000.0,1370365000000.0
2017-05-03,VNINDEX,309659242000.0,573012327000.0,4439033524700.0
2017-05-03,VNMID,41286444000.0,401066273000.0,1162230000000.0
2017-05-03,VNSML,10213997000.0,106838831000.0,322110000000.0
2017-05-04,VN30,316672122000.0,419453882000.0,1627805000000.0
2017-05-04,VNINDEX,472273743000.0,523078281000.0,4490248045070.0
2017-05-04,VNMID,100414742000.0,108967081000.0,1075572000000.0
2017-05-04,VNSML,17054663000.0,44629801000.0,385280000000.0
2017-05-05,VN30,152087580000.0,136355420000.0,1272714000000.0
2017-05-05,VNINDEX,184425589000.0,217226200000.0,3713526212900.0
2017-05-05,VNMID,32875954000.0,77023819000.0,961047000000.0
2017-05-05,VNSML,8977662000.0,53058364000.0,346003000000.0
2017-05-08,VN30,418463118000.0,357222648000.0,1606149000000.0
2017-05-08,VNINDEX,477021844000.0,436443908000.0,5079086105210.0
2017-05-08,VNMID,73431650000.0,84657493000.0,1155206000000.0
2017-05-08,VNSML,35382153000.0,34047112000.0,355158000000.0
2017-05-09,VN30,149492168000.0,185288934000.0,1680770000000.0
2017-05-09,VNINDEX,269408306000.0,350115624000.0,4522595059720.0
2017-05-09,VNMID,117081359000.0,146255835000.0,1231730000000.0
2017-05-09,VNSML,19737171000.0,24103685000.0,387002000000.0
2017-05-10,VN30,192532427000.0,137583280000.0,1443788000000.0
2017-05-10,VNINDEX,305037299000.0,217410071000.0,4494240586300.0
2017-05-10,VNMID,49869210000.0,74813776000.0,1328382000000.0
2017-05-10,VNSML,36757322000.0,22227953000.0,392226000000.0
2017-05-11,VN30,217324298000.0,140775149000.0,1414992000000.0
2017-05-11,VNINDEX,363709737000.0,221320814000.0,5024606562300.0
2017-05-11,VNMID,31779026000.0,65781082000.0,1060075000000.0
2017-05-11,VNSML,26056351000.0,18092308000.0,379864000000.0
2017-05-12,VN30,404898202000.0,394168570000.0,1588298000000.0
2017-05-12,VNINDEX,493623959000.0,504887560000.0,4481839499900.0
2017-05-12,VNMID,277006607000.0,316726146000.0,961145000000.0
2017-05-12,VNSML,37335478000.0,38124031000.0,477288000000.0
2017-05-15,VN30,132428535000.0,146938942000.0,1485367000000.0
2017-05-15,VNINDEX,223241344000.0,240428642000.0,4773780094000.0
2017-05-15,VNMID,54727859000.0,70451392000.0,1335789000000.0
2017-05-15,VNSML,22527729000.0,23070378000.0,455924000000.0
2017-05-16,VN30,168113082000.0,251841579000.0,1631918000000.0
2017-05-16,VNINDEX,356178184000.0,420820729000.0,5966722682000.0
2017-05-16,VNMID,125272033000.0,118113140000.0,1499973000000.0
2017-05-16,VNSML,39887202000.0,46856771000.0,494123000000.0
2017-05-17,VN30,263640666000.0,129327970000.0,1262641000000.0
2017-05-17,VNINDEX,391066256000.0,285357044000.0,4617704455700.0
2017-05-17,VNMID,38364339000.0,42947873000.0,1226937000000.0
2017-05-17,VNSML,11162613000.0,18615138000.0,369887000000.0
2017-05-18,VN30,378443542000.0,330375824000.0,1707585000000.0
2017-05-18,VNINDEX,519240168000.0,437862421000.0,5042384647450.0
2017-05-18,VNMID,68594820000.0,85975500000.0,1277910000000.0
2017-05-18,VNSML,20579274000.0,15727138000.0,356926000000.0
2017-05-19,VN30,240778093000.0,148529314000.0,1665888000000.0
2017-05-19,VNINDEX,514952431000.0,340920228000.0,5319620595300.0
2017-05-19,VNMID,87167257000.0,73539467000.0,1188376000000.0
2017-05-19,VNSML,13028450000.0,17461092000.0,314205000000.0
2017-05-22,VN30,246564511000.0,119845136000.0,2267767000000.0
2017-05-22,VNINDEX,743583121000.0,276251573000.0,5801222335100.0
2017-05-22,VNMID,230757431000.0,173590378000.0,1433442000000.0
2017-05-22,VNSML,56991587000.0,32432394000.0,463928000000.0
2017-05-23,VN30,248931797000.0,174989307000.0,1696547000000.0
2017-05-23,VNINDEX,406491609000.0,283222792000.0,4751563661940.0
2017-05-23,VNMID,85235679000.0,61761772000.0,1370963000000.0
2017-05-23,VNSML,18327948000.0,49339329000.0,394396000000.0
2017-05-24,VN30,297048503000.0,292334762000.0,2074011000000.0
2017-05-24,VNINDEX,435935660000.0,627707948000.0,5095890392250.0
2017-05-24,VNMID,139366828000.0,131018105000.0,1265168000000.0
2017-05-24,VNSML,29667524000.0,28626418000.0,365138000000.0
2017-05-25,VN30,237764250000.0,317764919000.0,1970879000000.0
2017-05-25,VNINDEX,740901647000.0,770597771000.0,5039298336000.0
2017-05-25,VNMID,137888658000.0,83167907000.0,1109608000000.0
2017-05-25,VNSML,20004561000.0,27346610000.0,365533000000.0
2017-05-26,VN30,207089930000.0,156810253000.0,1613681000000.0
2017-05-26,VNINDEX,409033907000.0,227241620000.0,4350625347700.0
2017-05-26,VNMID,111709307000.0,113646550000.0,987138000000.0
2017-05-26,VNSML,21730639000.0,13942000000.0,352018000000.0
2017-05-29,VN30,188211437000.0,184641406000.0,1758282000000.0
2017-05-29,VNINDEX,405355366000.0,262637358000.0,4762447275000.0
2017-05-29,VNMID,71776550000.0,47008498000.0,1115975000000.0
2017-05-29,VNSML,25539926000.0,23625117000.0,417686000000.0
2017-05-30,VN30,164395602000.0,163368985000.0,1996065000000.0
2017-05-30,VNINDEX,298764936000.0,229219047000.0,5217931611600.0
2017-05-30,VNMID,62324208000.0,47448772000.0,1344297000000.0
2017-05-30,VNSML,24080146000.0,22710885000.0,475308000000.0
2017-05-31,VN30,512911720000.0,365846226000.0,2417069000000.0
2017-05-31,VNINDEX,964193977000.0,752140386000.0,5502256754500.0
2017-05-31,VNMID,88033934000.0,73613692000.0,993641000000.0
2017-05-31,VNSML,95419316000.0,79926826000.0,313732000000.0
2017-06-01,VN30,214855940000.0,150761435000.0,1337532000000.0
2017-06-01,VNINDEX,258442547000.0,229131485000.0,3548419455500.0
2017-06-01,VNMID,35384125000.0,25396546000.0,712276000000.0
2017-06-01,VNSML,17245008000.0,17879842000.0,299360000000.0
2017-06-02,VN30,520698667000.0,449132341000.0,1498808000000.0
2017-06-02,VNINDEX,598477752000.0,522065803000.0,4327038458000.0
2017-06-02,VNMID,99545304000.0,59486457000.0,832574000000.0
2017-06-02,VNSML,122038267000.0,109679385000.0,534014000000.0
2017-06-05,VN30,195790072000.0,133605999000.0,2491102000000.0
2017-06-05,VNINDEX,243491864000.0,269925237000.0,5094411710330.0
2017-06-05,VNMID,43425777000.0,41935193000.0,775378000000.0
2017-06-05,VNSML,17565864000.0,12505600000.0,466812000000.0
2017-06-06,VN30,243309801000.0,107423008000.0,1800835000000.0
2017-06-06,VNINDEX,323621599000.0,155860401000.0,4063571394500.0
2017-06-06,VNMID,59634167000.0,32925461000.0,795030000000.0
2017-06-06,VNSML,22439934000.0,3049302000.0,473582000000.0
2017-06-07,VN30,352136500000.0,332714580000.0,2074502000000.0
2017-06-07,VNINDEX,426358274000.0,407067031000.0,4653925741200.0
2017-06-07,VNMID,63678307000.0,75362695000.0,952904000000.0
2017-06-07,VNSML,23365620000.0,9430488000.0,570072000000.0
2017-06-08,VN30,296776076000.0,231606376000.0,2263428000000.0
2017-06-08,VNINDEX,336156792000.0,286453491000.0,5009632990100.0
2017-06-08,VNMID,44716853000.0,47133539000.0,910340000000.0
2017-06-08,VNSML,17144193000.0,4906363000.0,551566000000.0
2017-06-09,VN30,192714107000.0,154059034000.0,1503127000000.0
2017-06-09,VNINDEX,256444163000.0,218041165000.0,3604820756500.0
2017-06-09,VNMID,51380576000.0,47922536000.0,827881000000.0
2017-06-09,VNSML,28147826000.0,14996932000.0,399658000000.0
2017-06-12,VN30,175768971000.0,182359480000.0,1472618000000.0
2017-06-12,VNINDEX,287211258000.0,261588871000.0,3671787167900.0
2017-06-12,VNMID,73634563000.0,33853625000.0,1081526000000.0
2017-06-12,VNSML,30849988000.0,28074512000.0,380651000000.0
2017-06-13,VN30,259176548000.0,214254288000.0,1781062000000.0
2017-06-13,VNINDEX,376181587000.0,305806929000.0,4332194660900.0
2017-06-13,VNMID,77630784000.0,68184888000.0,982291000000.0
2017-06-13,VNSML,23518237000.0,22113451000.0,488802000000.0
2017-06-14,VN30,0.0,0.0,1851165625800.0
2017-06-14,VNINDEX,540471646000.0,272038566000.0,4166320432500.0
2017-06-14,VNMID,0.0,0.0,887882000000.0
2017-06-14,VNSML,0.0,0.0,494631730150.0
2017-06-15,VN30,376829442000.0,179340645000.0,1671838000000.0
2017-06-15,VNINDEX,507338930000.0,254901722000.0,3825850494550.0
2017-06-15,VNMID,80852338000.0,71975859000.0,1070737000000.0
2017-06-15,VNSML,26542557000.0,9246629000.0,319803000000.0
2017-06-16,VN30,829434531000.0,1462398780000.0,2538641000000.0
2017-06-16,VNINDEX,1623263428000.0,1755679436000.0,5065952104480.0
2017-06-16,VNMID,92145339000.0,158927496000.0,1030156000000.0
2017-06-16,VNSML,111379169000.0,144659916000.0,323760000000.0
2017-06-19,VN30,338618052000.0,271537583000.0,1899513000000.0
2017-06-19,VNINDEX,506137232000.0,394938893000.0,4250142886520.0
2017-06-19,VNMID,115881939000.0,102583271000.0,1072885000000.0
2017-06-19,VNSML,42857898000.0,21243457000.0,395807000000.0
2017-06-20,VN30,272408938000.0,239811260000.0,1784000000000.0
2017-06-20,VNINDEX,381569408000.0,315304283000.0,4331883341220.0
2017-06-20,VNMID,95454071000.0,95706695000.0,988058000000.0
2017-06-20,VNSML,39469266000.0,24317969000.0,407904000000.0
2017-06-21,VN30,317006852000.0,275615420000.0,2033370000000.0
2017-06-21,VNINDEX,426092565000.0,359384029000.0,4459741414100.0
2017-06-21,VNMID,113316401000.0,89372240000.0,1157569000000.0
2017-06-21,VNSML,40019071000.0,12814080000.0,401021000000.0
2017-06-22,VN30,464166032000.0,441073729000.0,1761916000000.0
2017-06-22,VNINDEX,581036360000.0,494919081000.0,4468143874000.0
2017-06-22,VNMID,59144709000.0,62232733000.0,1268516000000.0
2017-06-22,VNSML,27178842000.0,18793278000.0,513702000000.0
2017-06-23,VN30,220292467000.0,149785723000.0,1723729000000.0
2017-06-23,VNINDEX,326279574000.0,191976996000.0,4627440967400.0
2017-06-23,VNMID,64909176000.0,35701869000.0,1311606000000.0
2017-06-23,VNSML,18570772000.0,10920007000.0,533898000000.0
2017-06-26,VN30,228845021000.0,184051022000.0,1389517000000.0
2017-06-26,VNINDEX,335520409000.0,258988553000.0,4213408547400.0
2017-06-26,VNMID,64855016000.0,66087291000.0,1465638000000.0
2017-06-26,VNSML,32969824000.0,16979529000.0,451627000000.0
2017-06-27,VN30,328895170000.0,201534458000.0,1527178000000.0
2017-06-27,VNINDEX,448145591000.0,308354947000.0,4113262451900.0
2017-06-27,VNMID,114030958000.0,106937435000.0,1235322000000.0
2017-06-27,VNSML,23581258000.0,29668431000.0,415013000000.0
2017-06-28,VN30,218250385000.0,106252463000.0,1308253000000.0
2017-06-28,VNINDEX,257500738000.0,155250114000.0,3535600736650.0
2017-06-28,VNMID,55771709000.0,47364432000.0,934589000000.0
2017-06-28,VNSML,30664529000.0,17292455000.0,438602000000.0
2017-06-29,VN30,167651585000.0,93811585000.0,1243428000000.0
2017-06-29,VNINDEX,232329631000.0,130742475000.0,3646856394800.0
2017-06-29,VNMID,49223667000.0,25280866000.0,1145579000000.0
2017-06-29,VNSML,17660238000.0,20797914000.0,409243000000.0
2017-06-30,VN30,581484479000.0,219176989000.0,1757339000000.0
2017-06-30,VNINDEX,684150300000.0,293347378000.0,3885936116700.0
2017-06-30,VNMID,59330716000.0,26400649000.0,933302000000.0
2017-06-30,VNSML,36810047000.0,16556505000.0,414689000000.0
2017-07-03,VN30,341569912000.0,221094556000.0,1730110000000.0
2017-07-03,VNINDEX,415150473000.0,308996234000.0,3726714218000.0
2017-07-03,VNMID,53860276000.0,58930274000.0,863097000000.0
2017-07-03,VNSML,34611884000.0,20321522000.0,364805000000.0
2017-07-04,VN30,176839198000.0,150861191000.0,1479901000000.0
2017-07-04,VNINDEX,247523028000.0,216786398000.0,3470072292450.0
2017-07-04,VNMID,54488591000.0,63574040000.0,763903000000.0
2017-07-04,VNSML,33972000000.0,7949166000.0,374658000000.0
2017-07-05,VN30,257800078000.0,249299742000.0,1353039000000.0
2017-07-05,VNINDEX,333143360000.0,311346097000.0,3497937664000.0
2017-07-05,VNMID,83389999000.0,59682130000.0,1027817000000.0
2017-07-05,VNSML,43552327000.0,17971967000.0,378780000000.0
2017-07-06,VN30,393920999000.0,254745009000.0,1539488000000.0
2017-07-06,VNINDEX,512408620000.0,362912142000.0,3991040280300.0
2017-07-06,VNMID,78034122000.0,63630097000.0,955066000000.0
2017-07-06,VNSML,50131686000.0,17049596000.0,520292000000.0
2017-07-07,VN30,645004146000.0,686978107000.0,2195312000000.0
2017-07-07,VNINDEX,788559890000.0,850069484000.0,4779676974900.0
2017-07-07,VNMID,125201421000.0,113992096000.0,1225719000000.0
2017-07-07,VNSML,368145514000.0,367974057000.0,462327000000.0
2017-07-10,VN30,215389689000.0,275217284000.0,1855986000000.0
2017-07-10,VNINDEX,473603510000.0,345134294000.0,4271901934000.0
2017-07-10,VNMID,46629373000.0,61283375000.0,1036329000000.0
2017-07-10,VNSML,15938056000.0,10891166000.0,412202000000.0
2017-07-11,VN30,669762296000.0,641574414000.0,1779575000000.0
2017-07-11,VNINDEX,988933597000.0,883062795000.0,4080313530500.0
2017-07-11,VNMID,132267488000.0,151181189000.0,939859000000.0
2017-07-11,VNSML,60131928000.0,39280262000.0,398357000000.0
2017-07-12,VN30,265874514000.0,277356251000.0,1353305000000.0
2017-07-12,VNINDEX,451717065000.0,358375769000.0,3504149972000.0
2017-07-12,VNMID,76478612000.0,53337584000.0,918951000000.0
2017-07-12,VNSML,44169467000.0,16928168000.0,397092000000.0
2017-07-13,VN30,307631597000.0,307723430000.0,1247086000000.0
2017-07-13,VNINDEX,531040008000.0,486066413000.0,3464402454130.0
2017-07-13,VNMID,186915528000.0,223283878000.0,962282000000.0
2017-07-13,VNSML,64899223000.0,42922862000.0,451666000000.0
2017-07-14,VN30,191948935000.0,223253260000.0,1386242000000.0
2017-07-14,VNINDEX,346325237000.0,280683732000.0,3604194937130.0
2017-07-14,VNMID,40894528000.0,56642729000.0,890043000000.0
2017-07-14,VNSML,20927974000.0,10327220000.0,396609000000.0
2017-07-17,VN30,531435865000.0,709074117000.0,2066688000000.0
2017-07-17,VNINDEX,770062874000.0,868033126000.0,4755526858200.0
2017-07-17,VNMID,88728594000.0,104126785000.0,1212527000000.0
2017-07-17,VNSML,29583273000.0,30559890000.0,407874000000.0
2017-07-18,VN30,663428660000.0,633612508000.0,1961938000000.0
2017-07-18,VNINDEX,907220873000.0,826435900000.0,4403156928100.0
2017-07-18,VNMID,105856045000.0,109361440000.0,1040287000000.0
2017-07-18,VNSML,37600862000.0,53348903000.0,414233000000.0
2017-07-19,VN30,692859190000.0,754958926000.0,1843135000000.0
2017-07-19,VNINDEX,934735033000.0,938764918000.0,4309150701000.0
2017-07-19,VNMID,136078482000.0,125475395000.0,1226675000000.0
2017-07-19,VNSML,57390344000.0,64461364000.0,324478000000.0
2017-07-20,VN30,296341633000.0,306453402000.0,1429909000000.0
2017-07-20,VNINDEX,504243959000.0,421279226000.0,3402603673000.0
2017-07-20,VNMID,59548437000.0,63137371000.0,799834000000.0
2017-07-20,VNSML,33627163000.0,32060846000.0,337077000000.0
2017-07-21,VN30,295817754000.0,292032635000.0,1347860000000.0
2017-07-21,VNINDEX,447679111000.0,387273840000.0,3593212377750.0
2017-07-21,VNMID,59030495000.0,73744136000.0,887077000000.0
2017-07-21,VNSML,51912003000.0,29119327000.0,440593000000.0
2017-07-24,VN30,288999242000.0,225477634000.0,1590722000000.0
2017-07-24,VNINDEX,499359989000.0,312014298000.0,2987389853250.0
2017-07-24,VNMID,104111563000.0,57974990000.0,728740000000.0
2017-07-24,VNSML,61919022000.0,35602420000.0,420483000000.0
2017-07-25,VN30,151674763000.0,171946047000.0,1419254000000.0
2017-07-25,VNINDEX,1576396488000.0,201380759000.0,4308060831700.0
2017-07-25,VNMID,1290514130000.0,39846503000.0,2103577000000.0
2017-07-25,VNSML,15950640000.0,18025993000.0,470585000000.0
2017-07-26,VN30,198513977000.0,230991453000.0,1756755000000.0
2017-07-26,VNINDEX,300944523000.0,261233665000.0,3722727961800.0
2017-07-26,VNMID,53689627000.0,35906110000.0,1264797000000.0
2017-07-26,VNSML,29656159000.0,9225023000.0,484207000000.0
2017-07-27,VN30,141484446000.0,137203250000.0,1386707000000.0
2017-07-27,VNINDEX,282091305000.0,212670725000.0,3565388249200.0
2017-07-27,VNMID,86872372000.0,55247478000.0,1373454000000.0
2017-07-27,VNSML,16983246000.0,10482193000.0,460559000000.0
2017-07-28,VN30,203224277000.0,185699516000.0,1918352000000.0
2017-07-28,VNINDEX,300298587000.0,230493141000.0,4075353530600.0
2017-07-28,VNMID,94986309000.0,55108898000.0,1359503000000.0
2017-07-28,VNSML,32238768000.0,24785164000.0,475157000000.0
2017-07-31,VN30,435515739000.0,255802902000.0,2383887000000.0
2017-07-31,VNINDEX,691670057000.0,432408590000.0,4697856542500.0
2017-07-31,VNMID,199965624000.0,150954976000.0,1625058000000.0
2017-07-31,VNSML,39688734000.0,32345011000.0,407344000000.0
2017-08-01,VN30,343418814000.0,245095065000.0,1915517000000.0
2017-08-01,VNINDEX,434359048000.0,337435908000.0,3860790812500.0
2017-08-01,VNMID,75328495000.0,78349341000.0,1285485000000.0
2017-08-01,VNSML,33206081000.0,11366232000.0,378982000000.0
2017-08-02,VN30,384477984000.0,330164782000.0,2132562000000.0
2017-08-02,VNINDEX,553005949000.0,406498462000.0,4107592063000.0
2017-08-02,VNMID,125764377000.0,104583435000.0,1126438000000.0
2017-08-02,VNSML,33291035000.0,51289625000.0,344213000000.0
2017-08-03,VN30,362281354000.0,254937640000.0,2283550000000.0
2017-08-03,VNINDEX,491503744000.0,329359572000.0,4242657042000.0
2017-08-03,VNMID,85540978000.0,72970933000.0,1179947000000.0
2017-08-03,VNSML,144113353000.0,131655333000.0,403836000000.0
2017-08-04,VN30,119284604000.0,127611624000.0,1893125000000.0
2017-08-04,VNINDEX,251281914000.0,168737523000.0,3872126503000.0
2017-08-04,VNMID,101895754000.0,51473356000.0,1152105000000.0
2017-08-04,VNSML,26137544000.0,11526866000.0,500533000000.0
2017-08-07,VN30,179478918000.0,166302223000.0,1729494000000.0
2017-08-07,VNINDEX,355567760000.0,266237664000.0,3956612063900.0
2017-08-07,VNMID,96925403000.0,68639450000.0,1229974000000.0
2017-08-07,VNSML,31683002000.0,20146579000.0,603318000000.0
2017-08-08,VN30,299395379000.0,261698347000.0,1877848000000.0
